央视频道,#genre#
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221226225/2/index.m3u8?fmt=ts2hls
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221225501/2/index.m3u8?fmt=ts2hls
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221225642/2/index.m3u8?fmt=ts2hls
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221225618/2/index.m3u8?fmt=ts2hls
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221226221/2/index.m3u8?fmt=ts2hls
CCTV1,http://117.169.30.5:6610/PLTV/88888888/224/3221225573/2/index.m3u8?fmt=ts2hls
CCTV2,http://117.169.30.5:6610/PLTV/88888888/224/3221225619/2/index.m3u8?fmt=ts2hls
CCTV2,http://117.169.30.5:6610/PLTV/88888888/224/3221225500/2/index.m3u8?fmt=ts2hls
CCTV2,http://117.169.30.5:6610/PLTV/88888888/224/3221225643/2/index.m3u8?fmt=ts2hls
CCTV2,http://117.169.30.5:6610/PLTV/88888888/224/3221226254/2/index.m3u8?fmt=ts2hls
CCTV2,http://117.169.30.5:6610/PLTV/88888888/224/3221225572/2/index.m3u8?fmt=ts2hls
CCTV3,http://117.169.30.5:6610/PLTV/88888888/224/3221225634/2/index.m3u8?fmt=ts2hls
CCTV3,http://117.169.30.5:6610/PLTV/88888888/224/3221226256/2/index.m3u8?fmt=ts2hls
CCTV3,http://117.169.30.5:6610/PLTV/88888888/224/3221225647/2/index.m3u8?fmt=ts2hls
CCTV4,http://117.169.30.5:6610/PLTV/88888888/224/3221225621/2/index.m3u8?fmt=ts2hls
CCTV4,http://117.169.30.5:6610/PLTV/88888888/224/3221226348/2/index.m3u8?fmt=ts2hls
CCTV4,http://117.169.30.5:6610/PLTV/88888888/224/3221226277/2/index.m3u8?fmt=ts2hls
CCTV4,http://117.169.30.5:6610/PLTV/88888888/224/3221226340/2/index.m3u8?fmt=ts2hls
CCTV4,http://117.169.30.5:6610/PLTV/88888888/224/3221225571/2/index.m3u8?fmt=ts2hls
CCTV4美洲,http://117.169.30.5:6610/PLTV/88888888/224/3221226366/2/index.m3u8?fmt=ts2hls
CCTV4欧洲,http://117.169.30.5:6610/PLTV/88888888/224/3221226361/2/index.m3u8?fmt=ts2hls
CCTV5,http://117.169.30.5:6610/PLTV/88888888/224/3221225633/2/index.m3u8?fmt=ts2hls
CCTV5,http://117.169.30.5:6610/PLTV/88888888/224/3221226259/2/index.m3u8?fmt=ts2hls
CCTV5,http://117.169.30.5:6610/PLTV/88888888/224/3221225648/2/index.m3u8?fmt=ts2hls
